epoch,train_loss,train_accuracy,train_mean_iou,train_mean_dice,train_iou_Class_0,train_dice_Class_0,train_iou_Class_1,train_dice_Class_1,val_loss,val_accuracy,val_mean_iou,val_mean_dice,val_iou_Class_0,val_dice_Class_0,val_iou_Class_1,val_dice_Class_1,dataset,task
1,0.02221895381808281,0.9523834228515625,0.47876807416905975,0.4929404013238171,0.9523716494858189,0.9756048749597831,0.00516449885230066,0.010275927687851088,0.027246147394180298,0.9878173828125,0.4939086914056471,0.4969356799839741,0.9878173828112942,0.9938713599679482,0.0,0.0,medseg_covid,segmentation
2,0.021926289796829222,0.9736083984375,0.48789954572485855,0.4955009059334237,0.9736068680737184,0.9866269557766376,0.002192223375998705,0.004374856090209821,0.0266959547996521,0.98782958984375,0.49391479492127205,0.49693876924369057,0.9878295898425441,0.9938775384873811,0.0,0.0,medseg_covid,segmentation
3,0.021663475781679153,0.976629638671875,0.4887711907126264,0.49500061172095583,0.9766291394161324,0.9881764059236873,0.0009132420091205057,0.00182481751822439,0.026049709320068358,0.98765869140625,0.4938293457025222,0.49689551615467953,0.9876586914050444,0.9937910323093591,0.0,0.0,medseg_covid,segmentation
4,0.021414101123809814,0.9771240234375,0.4886953108046057,0.4944814661603046,0.9771238838124692,0.988429598987283,0.00026673779674224143,0.0005333333333262222,0.02526921033859253,0.986376953125,0.493636020986222,0.4974652929906197,0.986376786824807,0.9931416772157464,0.0008952551476369511,0.001788908765492942,medseg_covid,segmentation
5,0.021199917048215867,0.977020263671875,0.4887091504969757,0.4945863254829898,0.9770200532838811,0.9883764726220411,0.0003982477100703804,0.0007961783439384796,0.024632221460342406,0.98345947265625,0.4920983669343199,0.49656725269485025,0.9834592707418506,0.9916606660382984,0.0007374631267892726,0.0014738393514020752,medseg_covid,segmentation
6,0.02099451869726181,0.976116943359375,0.48805847167953853,0.49395707406862127,0.9761169433590771,0.9879141481372425,0.0,0.0,0.0246282622218132,0.98084716796875,0.49137743174532594,0.49707007789977536,0.9808464665442084,0.9903306319902688,0.001908396946443486,0.003809523809281935,medseg_covid,segmentation
7,0.020792467147111894,0.9759613037109375,0.4879806518553198,0.49391721481483003,0.9759613037106396,0.9878344296296601,0.0,0.0,0.024688544869422912,0.9799560546875,0.49058605516615705,0.49615322730279016,0.9799555653202227,0.9898763209483767,0.001216545012091451,0.0024301336572035153,medseg_covid,segmentation
8,0.020642227679491042,0.9765655517578125,0.4883478442871837,0.4942021004596695,0.9765654802410357,0.9881438181566813,0.0001302083333316379,0.0002603827626577219,0.024906845390796663,0.97989501953125,0.4911584059348943,0.49733938351471885,0.979894037793618,0.9898449301717237,0.0024227740761706374,0.004833836857713967,medseg_covid,segmentation
9,0.02047945335507393,0.977313232421875,0.4886566162107884,0.49426323376427334,0.9773132324215767,0.9885264675285467,0.0,0.0,0.02510180473327637,0.97889404296875,0.49146224869508986,0.4986828378550168,0.9788922393258959,0.9893335471964383,0.0040322580642838555,0.008032128513595402,medseg_covid,segmentation
10,0.020306871086359025,0.97730712890625,0.4890564741312742,0.495067151777523,0.9773067133794633,0.9885231327709645,0.0008062348830851084,0.0016111707840814828,0.025523877143859862,0.97711181640625,0.49147059612817856,0.5000095554808337,0.9771087426278222,0.9884218521325476,0.005832449628534865,0.011597258829119807,medseg_covid,segmentation
